,id,age,gender,education,freq,variable,value,drug_type
8444,1233,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.42,alcohol
8445,1234,18-24,M,University degree,Used in Last Week,cscore,-0.14,alcohol
8446,1235,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.58,alcohol
8447,1236,55-64,M,Masters degree,Used in Last Week,cscore,0.58,alcohol
8448,1237,45-54,F,Masters degree,Used in Last Week,cscore,-0.01,alcohol
8449,1238,18-24,M,University degree,Used in Last Month,cscore,1.31,alcohol
8450,1239,25-34,M,Left school at 18 years,Used in Last Week,cscore,-0.78,alcohol
8451,1240,18-24,F,University degree,Used in Last Day,cscore,0.42,alcohol
8452,1241,45-54,F,"Some college or university, no certificate or degree",Used in Last Decade,cscore,-0.01,alcohol
8453,1242,35-44,F,University degree,Used in Last Day,cscore,-0.9,alcohol
8454,1243,25-34,F,University degree,Used in Last Year,cscore,-0.14,alcohol
8455,1244,45-54,F,University degree,Used in Last Month,cscore,0.94,alcohol
8456,1245,25-34,F,University degree,Used in Last Day,cscore,-1.39,alcohol
8457,1246,45-54,F,University degree,Used in Last Month,cscore,2.05,alcohol
8458,1247,45-54,F,Professional certificate/ diploma,Used in Last Year,cscore,-1.26,alcohol
8459,1248,55-64,M,University degree,Used in Last Day,cscore,-1.26,alcohol
8460,1249,45-54,F,Professional certificate/ diploma,Used in Last Week,cscore,0.58,alcohol
8461,1250,45-54,F,Masters degree,Used in Last Week,cscore,0.94,alcohol
8462,1251,35-44,F,Masters degree,Used in Last Day,cscore,1.13,alcohol
8463,1252,45-54,F,Doctorate degree,Used in Last Day,cscore,0.76,alcohol
8464,1253,35-44,F,Left school at 17 years,Used in Last Week,cscore,-1.39,alcohol
8465,1254,35-44,F,University degree,Used in Last Day,cscore,-0.28,alcohol
8466,1255,25-34,F,University degree,Used in Last Year,cscore,-0.65,alcohol
8467,1256,45-54,F,University degree,Used in Last Day,cscore,0.12,alcohol
8468,1257,35-44,F,University degree,Used in Last Week,cscore,0.58,alcohol
8469,1258,25-34,F,Masters degree,Used in Last Day,cscore,-0.01,alcohol
8470,1259,25-34,F,Doctorate degree,Used in Last Year,cscore,-0.01,alcohol
8471,1260,45-54,F,Masters degree,Used in Last Year,cscore,-0.14,alcohol
8472,1261,45-54,F,University degree,Used in Last Week,cscore,-0.78,alcohol
8473,1262,25-34,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.78,alcohol
8474,1263,25-34,F,Professional certificate/ diploma,Used in Last Day,cscore,0.58,alcohol
8475,1264,45-54,F,University degree,Used in Last Day,cscore,0.58,alcohol
8476,1265,25-34,F,Professional certificate/ diploma,Used in Last Day,cscore,-0.01,alcohol
8477,1266,35-44,F,Left school at 16 years,Used in Last Week,cscore,0.26,alcohol
8478,1267,25-34,F,Masters degree,Used in Last Week,cscore,-2.05,alcohol
8479,1268,35-44,F,Professional certificate/ diploma,Used in Last Day,cscore,0.26,alcohol
8480,1269,35-44,F,University degree,Used in Last Week,cscore,-0.01,alcohol
8481,1270,25-34,F,Masters degree,Used in Last Week,cscore,0.26,alcohol
8482,1271,25-34,F,Professional certificate/ diploma,Used in Last Year,cscore,0.12,alcohol
8483,1272,55-64,F,University degree,Used in Last Day,cscore,-0.53,alcohol
8484,1273,35-44,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.01,alcohol
8485,1274,35-44,M,Doctorate degree,Used in Last Month,cscore,-0.41,alcohol
8486,1275,35-44,F,Masters degree,Used in Last Week,cscore,0.58,alcohol
8487,1276,45-54,F,Professional certificate/ diploma,Used in Last Year,cscore,1.81,alcohol
8488,1277,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.14,alcohol
8489,1278,25-34,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.53,alcohol
8490,1279,35-44,F,Professional certificate/ diploma,Used in Last Month,cscore,1.13,alcohol
8491,1280,18-24,F,University degree,Used in Last Week,cscore,-0.53,alcohol
8492,1282,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.42,alcohol
8493,1283,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.28,alcohol
8494,1284,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.92,alcohol
8495,1285,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.26,alcohol
8496,1286,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.26,alcohol
8497,1287,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.53,alcohol
8498,1288,35-44,F,University degree,Used in Last Day,cscore,-0.14,alcohol
8499,1289,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.41,alcohol
8500,1290,18-24,M,Masters degree,Used in Last Week,cscore,0.76,alcohol
8501,1291,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,alcohol
8502,1292,25-34,M,Professional certificate/ diploma,Used in Last Week,cscore,0.12,alcohol
8503,1293,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.26,alcohol
8504,1294,25-34,F,Masters degree,Used in Last Day,cscore,1.46,alcohol
8505,1295,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,alcohol
8506,1296,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.14,alcohol
8507,1297,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,1.31,alcohol
8508,1298,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.53,alcohol
8509,1299,35-44,F,University degree,Used in Last Day,cscore,-0.53,alcohol
8510,1300,25-34,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,0.26,alcohol
8511,1301,35-44,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.65,alcohol
8512,1302,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,1.13,alcohol
8513,1303,18-24,M,University degree,Used in Last Week,cscore,1.13,alcohol
8514,1304,35-44,M,University degree,Used in Last Week,cscore,0.42,alcohol
8515,1305,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.39,alcohol
8516,1306,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-2.42,alcohol
8517,1307,25-34,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.26,alcohol
8518,1308,25-34,M,Masters degree,Used in Last Day,cscore,0.12,alcohol
8519,1309,25-34,F,University degree,Used in Last Week,cscore,-0.01,alcohol
8520,1310,25-34,F,Masters degree,Used in Last Week,cscore,0.26,alcohol
8521,1311,18-24,M,Left school at 16 years,Used in Last Week,cscore,-0.28,alcohol
8522,1312,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.76,alcohol
8523,1313,35-44,F,Masters degree,Used in Last Day,cscore,1.81,alcohol
8524,1314,18-24,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.39,alcohol
8525,1315,35-44,M,University degree,Used in Last Day,cscore,1.13,alcohol
8526,1316,18-24,M,University degree,Used in Last Decade,cscore,1.31,alcohol
8527,1317,25-34,M,Professional certificate/ diploma,Used in Last Week,cscore,-0.41,alcohol
8528,1318,25-34,F,University degree,Used in Last Week,cscore,0.58,alcohol
8529,1319,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.14,alcohol
8530,1320,35-44,M,University degree,Used in Last Day,cscore,1.31,alcohol
8531,1321,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,alcohol
8532,1322,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-0.28,alcohol
8533,1323,18-24,F,University degree,Used in Last Week,cscore,-1.64,alcohol
8534,1325,18-24,F,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.01,alcohol
8535,1326,18-24,M,Professional certificate/ diploma,Used in Last Month,cscore,-0.53,alcohol
8536,1327,18-24,M,Professional certificate/ diploma,Used in Last Month,cscore,-0.41,alcohol
8537,1328,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,1.13,alcohol
8538,1329,18-24,F,University degree,Used in Last Week,cscore,0.26,alcohol
8539,1330,25-34,F,University degree,Used in Last Week,cscore,-1.14,alcohol
8540,1331,18-24,M,University degree,Used in Last Week,cscore,-1.14,alcohol
8541,1332,35-44,M,University degree,Used in Last Decade,cscore,-0.65,alcohol
8542,1333,18-24,F,Professional certificate/ diploma,Used in Last Month,cscore,2.33,alcohol
8543,1334,18-24,M,University degree,Used in Last Week,cscore,0.26,alcohol
8544,1335,25-34,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.01,alcohol
8545,1336,45-54,M,University degree,Used in Last Month,cscore,-0.01,alcohol
8546,1337,18-24,F,University degree,Used in Last Day,cscore,1.31,alcohol
8547,1338,18-24,F,University degree,Used in Last Day,cscore,0.76,alcohol
8548,1339,35-44,M,Professional certificate/ diploma,Used in Last Day,cscore,0.76,alcohol
8549,1340,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-2.73,alcohol
8550,1341,18-24,M,Left school at 18 years,Used in Last Week,cscore,0.94,alcohol
8551,1342,35-44,M,Left school at 18 years,Used in Last Day,cscore,-0.53,alcohol
8552,1343,35-44,F,Doctorate degree,Used in Last Year,cscore,-1.52,alcohol
8553,1344,18-24,M,Professional certificate/ diploma,Used in Last Week,cscore,-0.9,alcohol
8554,1345,18-24,M,Left school at 18 years,Used in Last Week,cscore,0.94,alcohol
8555,1346,18-24,M,Left school at 18 years,Used in Last Week,cscore,0.26,alcohol
8556,1347,45-54,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.12,alcohol
8557,1348,18-24,M,University degree,Used in Last Week,cscore,-2.05,alcohol
8558,1349,18-24,F,Left school at 18 years,Used in Last Month,cscore,-0.41,alcohol
8559,1350,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.26,alcohol
8560,1351,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-0.65,alcohol
8561,1352,18-24,F,University degree,Used in Last Week,cscore,1.46,alcohol
8562,1353,55-64,M,University degree,Used in Last Decade,cscore,-0.28,alcohol
8563,1354,18-24,F,Left school at 18 years,Used in Last Year,cscore,0.12,alcohol
8564,1355,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.26,alcohol
8565,1356,18-24,M,University degree,Used in Last Month,cscore,-0.01,alcohol
8566,1357,25-34,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,0.58,alcohol
8567,1358,18-24,M,Professional certificate/ diploma,Used in Last Month,cscore,0.42,alcohol
8568,1359,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.39,alcohol
8569,1360,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,0.12,alcohol
8570,1361,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.31,alcohol
8571,1362,18-24,F,"Some college or university, no certificate or degree",Used in Last Year,cscore,-2.3,alcohol
8572,1363,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,-1.14,alcohol
8573,1364,25-34,F,Masters degree,Used in Last Week,cscore,2.05,alcohol
8574,1365,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.39,alcohol
8575,1366,35-44,F,University degree,Used in Last Day,cscore,-0.9,alcohol
8576,1367,18-24,F,Left school at 16 years,Used in Last Day,cscore,-2.18,alcohol
8577,1368,18-24,M,Left school at 18 years,Used in Last Year,cscore,-1.39,alcohol
8578,1369,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.14,alcohol
8579,1370,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-0.28,alcohol
8580,1371,25-34,F,Professional certificate/ diploma,Used in Last Month,cscore,-1.52,alcohol
8581,1372,25-34,F,Masters degree,Used in Last Day,cscore,-0.53,alcohol
8582,1373,18-24,M,"Some college or university, no certificate or degree",Used in Last Month,cscore,-1.26,alcohol
8583,1374,25-34,M,University degree,Used in Last Week,cscore,-0.78,alcohol
8584,1375,45-54,M,University degree,Used in Last Day,cscore,-0.14,alcohol
8585,1376,18-24,M,Left school at 18 years,Used in Last Year,cscore,-1.01,alcohol
8586,1377,35-44,M,University degree,Used in Last Week,cscore,-0.41,alcohol
8587,1378,25-34,F,Masters degree,Used in Last Week,cscore,0.94,alcohol
8588,1379,25-34,F,Masters degree,Used in Last Year,cscore,2.05,alcohol
8589,1380,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.26,alcohol
8590,1381,25-34,F,University degree,Used in Last Week,cscore,0.58,alcohol
8591,1382,18-24,M,"Some college or university, no certificate or degree",Used in Last Day,cscore,1.31,alcohol
8592,1383,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.01,alcohol
8593,1384,18-24,F,University degree,Used in Last Week,cscore,0.12,alcohol
8594,1385,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,1.46,alcohol
8595,1386,18-24,F,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.58,alcohol
8596,1387,45-54,F,"Some college or university, no certificate or degree",Used in Last Day,cscore,-0.28,alcohol
8597,1389,35-44,F,Professional certificate/ diploma,Used in Last Week,cscore,-0.9,alcohol
8598,1390,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.26,alcohol
8599,1391,18-24,M,University degree,Used in Last Week,cscore,-0.14,alcohol
8600,1392,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,-1.26,alcohol
8601,1394,25-34,F,Masters degree,Used in Last Year,cscore,0.42,alcohol
8602,1395,25-34,F,Masters degree,Used in Last Year,cscore,1.46,alcohol
8603,1396,25-34,F,University degree,Used in Last Week,cscore,0.58,alcohol
8604,1397,25-34,F,Masters degree,Used in Last Week,cscore,-0.9,alcohol
8605,1398,18-24,F,University degree,Used in Last Week,cscore,0.58,alcohol
8606,1399,18-24,M,"Some college or university, no certificate or degree",Used in Last Year,cscore,2.05,alcohol
8607,1400,25-34,F,University degree,Used in Last Week,cscore,-0.28,alcohol
8608,1401,25-34,F,Masters degree,Used in Last Week,cscore,-0.14,alcohol
8609,1402,25-34,F,University degree,Used in Last Week,cscore,0.42,alcohol
8610,1403,25-34,F,University degree,Used in Last Day,cscore,-0.53,alcohol
8611,1404,25-34,F,University degree,Used in Last Week,cscore,0.58,alcohol
8612,1405,18-24,F,University degree,Used in Last Week,cscore,-0.9,alcohol
8613,1406,25-34,F,Doctorate degree,Used in Last Day,cscore,-0.78,alcohol
8614,1407,25-34,F,University degree,Used in Last Day,cscore,-1.39,alcohol
8615,1408,25-34,F,Masters degree,Used in Last Week,cscore,0.42,alcohol
8616,1409,25-34,M,Masters degree,Used in Last Day,cscore,-1.26,alcohol
8617,1410,25-34,F,Doctorate degree,Used in Last Week,cscore,-0.53,alcohol
8618,1411,25-34,F,University degree,Used in Last Year,cscore,1.31,alcohol
8619,1412,25-34,F,University degree,Used in Last Week,cscore,1.46,alcohol
8620,1413,25-34,F,Masters degree,Used in Last Week,cscore,0.26,alcohol
8621,1414,25-34,F,University degree,Used in Last Week,cscore,0.76,alcohol
8622,1415,25-34,F,Doctorate degree,Used in Last Week,cscore,0.58,alcohol
8623,1416,18-24,M,Left school at 16 years,Used in Last Year,cscore,-1.64,alcohol
8624,1417,18-24,M,"Some college or university, no certificate or degree",Used in Last Week,cscore,0.26,alcohol
