,ID,age,gender,education,alcohol,variable,value
4618,1034,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.14143
4619,1035,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,0.44585
4620,1036,18-24,M,Professional certificate/ diploma,CL6,oscore,1.88511
4621,1037,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,0.88309
4622,1038,25-34,M,"Some college or university, no certificate or degree",CL4,oscore,0.58331
4623,1039,35-44,F,Masters degree,CL6,oscore,-0.01928
4624,1040,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,0.7233
4625,1041,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.58331
4626,1042,35-44,F,Masters degree,CL6,oscore,-1.97495
4627,1043,35-44,M,University degree,CL6,oscore,-2.09015
4628,1044,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,0.14143
4629,1045,25-34,F,Masters degree,CL6,oscore,-1.42424
4630,1046,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.43533
4631,1047,25-34,F,Masters degree,CL5,oscore,1.88511
4632,1048,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4633,1049,18-24,M,Masters degree,CL6,oscore,0.44585
4634,1050,18-24,M,Professional certificate/ diploma,CL5,oscore,-0.01928
4635,1051,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,1.43533
4636,1052,25-34,M,Doctorate degree,CL5,oscore,0.7233
4637,1053,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.97631
4638,1054,18-24,M,Left school at 18 years,CL6,oscore,-1.55521
4639,1055,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4640,1056,25-34,M,Left school at 16 years,CL6,oscore,1.65653
4641,1057,25-34,F,"Some college or university, no certificate or degree",CL4,oscore,0.7233
4642,1058,35-44,F,Left school at 18 years,CL4,oscore,-1.11902
4643,1059,18-24,M,University degree,CL5,oscore,-1.27553
4644,1060,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.7233
4645,1061,45-54,F,Masters degree,CL5,oscore,1.65653
4646,1062,18-24,F,Left school at 18 years,CL2,oscore,-1.42424
4647,1063,18-24,F,University degree,CL5,oscore,1.65653
4648,1064,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,0.88309
4649,1065,25-34,M,Masters degree,CL5,oscore,1.65653
4650,1066,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,1.24033
4651,1067,35-44,F,Left school at 17 years,CL5,oscore,0.58331
4652,1068,35-44,M,University degree,CL3,oscore,-2.39883
4653,1069,18-24,M,Left school at 18 years,CL6,oscore,-0.01928
4654,1070,25-34,F,Doctorate degree,CL6,oscore,1.06238
4655,1071,25-34,F,Masters degree,CL6,oscore,-0.45174
4656,1072,18-24,M,Masters degree,CL5,oscore,0.29338
4657,1073,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.06238
4658,1074,18-24,F,Masters degree,CL2,oscore,-0.17779
4659,1075,35-44,F,Doctorate degree,CL5,oscore,-0.01928
4660,1076,35-44,M,Left school at 18 years,CL6,oscore,-0.45174
4661,1077,18-24,M,Left school at 17 years,CL3,oscore,0.7233
4662,1078,35-44,F,Professional certificate/ diploma,CL4,oscore,-0.97631
4663,1079,25-34,F,University degree,CL3,oscore,1.88511
4664,1080,45-54,M,Professional certificate/ diploma,CL4,oscore,-0.31776
4665,1081,35-44,F,Professional certificate/ diploma,CL4,oscore,-1.42424
4666,1082,25-34,F,Masters degree,CL6,oscore,-0.17779
4667,1083,18-24,F,Masters degree,CL5,oscore,0.29338
4668,1084,18-24,M,Masters degree,CL5,oscore,-0.31776
4669,1085,18-24,F,Masters degree,CL6,oscore,-0.84732
4670,1086,18-24,F,University degree,CL5,oscore,0.44585
4671,1087,18-24,F,Masters degree,CL6,oscore,0.88309
4672,1088,35-44,M,Professional certificate/ diploma,CL6,oscore,0.58331
4673,1089,18-24,F,Masters degree,CL3,oscore,2.15324
4674,1090,18-24,F,Masters degree,CL6,oscore,-0.01928
4675,1091,25-34,F,Masters degree,CL6,oscore,0.29338
4676,1092,25-34,F,University degree,CL6,oscore,0.14143
4677,1093,18-24,F,Masters degree,CL5,oscore,-0.17779
4678,1094,45-54,F,Left school at 16 years,CL4,oscore,-1.11902
4679,1095,18-24,M,University degree,CL3,oscore,-0.58331
4680,1096,25-34,F,University degree,CL6,oscore,-0.84732
4681,1097,35-44,M,Masters degree,CL5,oscore,0.14143
4682,1098,25-34,M,Masters degree,CL5,oscore,-0.84732
4683,1099,18-24,M,Left school at 18 years,CL5,oscore,1.65653
4684,1100,25-34,M,"Some college or university, no certificate or degree",CL3,oscore,0.7233
4685,1101,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,-0.01928
4686,1102,18-24,F,Masters degree,CL5,oscore,0.29338
4687,1103,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-0.17779
4688,1104,18-24,F,University degree,CL5,oscore,-0.58331
4689,1105,18-24,F,Masters degree,CL6,oscore,-0.17779
4690,1106,18-24,F,Left school at 18 years,CL5,oscore,1.88511
4691,1107,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,0.7233
4692,1108,25-34,F,Doctorate degree,CL4,oscore,-0.45174
4693,1109,25-34,F,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4694,1110,18-24,M,University degree,CL5,oscore,1.06238
4695,1111,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,1.43533
4696,1112,45-54,M,"Some college or university, no certificate or degree",CL5,oscore,-1.82919
4697,1113,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,-0.31776
4698,1114,45-54,M,Doctorate degree,CL6,oscore,0.58331
4699,1115,18-24,M,Left school at 18 years,CL5,oscore,-0.71727
4700,1116,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4701,1117,45-54,M,Left school at 16 years,CL3,oscore,0.44585
4702,1118,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.24033
4703,1119,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-0.17779
4704,1120,25-34,F,University degree,CL6,oscore,2.90161
4705,1121,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.01928
4706,1122,25-34,M,University degree,CL5,oscore,0.44585
4707,1123,25-34,M,"Some college or university, no certificate or degree",CL2,oscore,-1.27553
4708,1124,18-24,M,Left school at 16 years,CL3,oscore,1.65653
4709,1125,25-34,M,Professional certificate/ diploma,CL6,oscore,-1.11902
4710,1126,25-34,M,Left school at 18 years,CL6,oscore,-2.39883
4711,1127,25-34,M,Professional certificate/ diploma,CL4,oscore,-0.45174
4712,1128,55-64,M,Left school at 17 years,CL3,oscore,-0.58331
4713,1129,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.7233
4714,1130,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.71727
4715,1131,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.88309
4716,1132,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,-0.17779
4717,1133,25-34,F,Professional certificate/ diploma,CL4,oscore,0.7233
4718,1134,25-34,M,Masters degree,CL6,oscore,0.14143
4719,1135,35-44,M,Professional certificate/ diploma,CL3,oscore,1.65653
4720,1136,18-24,M,Masters degree,CL5,oscore,-1.11902
4721,1137,18-24,M,Left school at 18 years,CL3,oscore,-0.31776
4722,1138,25-34,F,Doctorate degree,CL5,oscore,-0.84732
4723,1139,25-34,F,University degree,CL5,oscore,-0.01928
4724,1140,25-34,M,"Some college or university, no certificate or degree",CL6,oscore,0.44585
4725,1141,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,0.14143
4726,1142,25-34,F,University degree,CL4,oscore,0.7233
4727,1143,35-44,M,Professional certificate/ diploma,CL4,oscore,0.14143
4728,1144,18-24,F,"Some college or university, no certificate or degree",CL6,oscore,1.24033
4729,1146,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.71727
4730,1147,25-34,M,Masters degree,CL5,oscore,0.29338
4731,1148,25-34,M,University degree,CL5,oscore,-1.11902
4732,1149,35-44,M,Professional certificate/ diploma,CL3,oscore,0.14143
4733,1150,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.14143
4734,1152,25-34,M,"Some college or university, no certificate or degree",CL4,oscore,0.58331
4735,1154,55-64,F,Masters degree,CL3,oscore,-0.71727
4736,1155,18-24,M,Left school at 18 years,CL4,oscore,-0.17779
4737,1156,18-24,F,Masters degree,CL6,oscore,0.29338
4738,1157,18-24,M,Doctorate degree,CL6,oscore,1.65653
4739,1158,18-24,F,"Some college or university, no certificate or degree",CL3,oscore,-0.31776
4740,1159,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,1.88511
4741,1160,45-54,M,Professional certificate/ diploma,CL3,oscore,-0.31776
4742,1161,25-34,F,University degree,CL6,oscore,0.14143
4743,1162,18-24,M,Left school at 17 years,CL5,oscore,-1.42424
4744,1163,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.65653
4745,1164,25-34,F,Doctorate degree,CL5,oscore,0.29338
4746,1165,25-34,M,Left school at 17 years,CL4,oscore,-0.01928
4747,1166,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4748,1167,35-44,M,University degree,CL6,oscore,0.88309
4749,1168,25-34,M,University degree,CL5,oscore,1.06238
4750,1169,18-24,M,Left school at 18 years,CL6,oscore,1.43533
4751,1170,45-54,M,Professional certificate/ diploma,CL5,oscore,-0.17779
4752,1171,35-44,F,University degree,CL6,oscore,1.43533
4753,1172,35-44,M,"Some college or university, no certificate or degree",CL3,oscore,-0.01928
4754,1173,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.97631
4755,1174,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,1.43533
4756,1175,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.88309
4757,1176,25-34,M,Masters degree,CL6,oscore,-0.01928
4758,1177,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-0.84732
4759,1178,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4760,1179,25-34,F,"Some college or university, no certificate or degree",CL5,oscore,0.14143
4761,1180,25-34,F,Masters degree,CL4,oscore,1.88511
4762,1182,18-24,M,"Some college or university, no certificate or degree",CL2,oscore,0.29338
4763,1183,25-34,M,"Some college or university, no certificate or degree",CL5,oscore,-0.58331
4764,1184,25-34,F,Professional certificate/ diploma,CL6,oscore,-0.58331
4765,1185,18-24,M,University degree,CL5,oscore,0.88309
4766,1186,45-54,M,Left school at 16 years,CL4,oscore,-0.17779
4767,1187,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.58331
4768,1188,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.29338
4769,1189,25-34,F,University degree,CL5,oscore,0.88309
4770,1190,55-64,F,Doctorate degree,CL6,oscore,0.44585
4771,1191,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,0.44585
4772,1192,18-24,M,Masters degree,CL5,oscore,0.7233
4773,1193,18-24,F,"Some college or university, no certificate or degree",CL3,oscore,0.44585
4774,1194,18-24,M,Left school at 18 years,CL6,oscore,0.44585
4775,1195,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.06238
4776,1196,35-44,M,University degree,CL5,oscore,0.7233
4777,1197,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4778,1198,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.58331
4779,1200,25-34,M,Left school at 16 years,CL5,oscore,-0.71727
4780,1201,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,-1.27553
4781,1202,25-34,F,University degree,CL6,oscore,0.44585
4782,1203,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,1.88511
4783,1204,18-24,M,"Some college or university, no certificate or degree",CL6,oscore,0.29338
4784,1205,18-24,M,Left school at 18 years,CL5,oscore,-0.31776
4785,1206,25-34,M,"Some college or university, no certificate or degree",CL3,oscore,0.44585
4786,1207,18-24,F,Left school at 18 years,CL5,oscore,-0.01928
4787,1208,45-54,M,University degree,CL4,oscore,1.43533
4788,1209,18-24,M,Professional certificate/ diploma,CL6,oscore,0.7233
4789,1210,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,0.58331
4790,1211,45-54,M,University degree,CL5,oscore,-0.45174
4791,1212,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.58331
4792,1213,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.29338
4793,1214,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,0.58331
4794,1215,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.58331
4795,1216,35-44,F,Professional certificate/ diploma,CL6,oscore,-1.42424
4796,1217,25-34,M,Professional certificate/ diploma,CL6,oscore,0.88309
4797,1218,18-24,M,Professional certificate/ diploma,CL5,oscore,1.43533
4798,1219,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,-0.31776
4799,1220,25-34,F,Masters degree,CL5,oscore,-0.17779
4800,1221,18-24,F,"Some college or university, no certificate or degree",CL4,oscore,0.7233
4801,1222,18-24,F,Professional certificate/ diploma,CL4,oscore,0.29338
4802,1223,18-24,F,Left school at 18 years,CL6,oscore,0.14143
4803,1224,18-24,M,"Some college or university, no certificate or degree",CL5,oscore,0.29338
4804,1225,25-34,M,Doctorate degree,CL5,oscore,-2.21069
4805,1226,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,-0.01928
4806,1227,18-24,M,University degree,CL6,oscore,0.58331
4807,1228,25-34,F,University degree,CL5,oscore,1.24033
4808,1229,35-44,M,Left school at 16 years,CL2,oscore,0.14143
4809,1230,18-24,M,"Some college or university, no certificate or degree",CL3,oscore,1.24033
4810,1231,18-24,F,Left school at 18 years,CL6,oscore,1.06238
4811,1232,18-24,F,University degree,CL6,oscore,1.06238
4812,1233,18-24,F,"Some college or university, no certificate or degree",CL5,oscore,0.44585
4813,1234,18-24,M,University degree,CL5,oscore,0.58331
4814,1235,18-24,M,"Some college or university, no certificate or degree",CL4,oscore,-0.01928
4815,1236,55-64,M,Masters degree,CL5,oscore,0.58331
4816,1237,45-54,F,Masters degree,CL5,oscore,1.24033
4817,1238,18-24,M,University degree,CL4,oscore,0.88309
4818,1239,25-34,M,Left school at 18 years,CL5,oscore,0.88309
4819,1240,18-24,F,University degree,CL6,oscore,0.44585
4820,1241,45-54,F,"Some college or university, no certificate or degree",CL2,oscore,0.29338
4821,1242,35-44,F,University degree,CL6,oscore,-0.45174
4822,1243,25-34,F,University degree,CL3,oscore,-1.27553
4823,1244,45-54,F,University degree,CL4,oscore,-1.42424
4824,1245,25-34,F,University degree,CL6,oscore,-0.97631
4825,1246,45-54,F,University degree,CL4,oscore,-0.01928
4826,1247,45-54,F,Professional certificate/ diploma,CL3,oscore,-2.21069
4827,1248,55-64,M,University degree,CL6,oscore,-0.84732
4828,1249,45-54,F,Professional certificate/ diploma,CL5,oscore,-0.31776
4829,1250,45-54,F,Masters degree,CL5,oscore,1.43533
4830,1251,35-44,F,Masters degree,CL6,oscore,0.44585
4831,1252,45-54,F,Doctorate degree,CL6,oscore,1.24033
4832,1253,35-44,F,Left school at 17 years,CL5,oscore,-1.97495
4833,1254,35-44,F,University degree,CL6,oscore,-1.97495
4834,1255,25-34,F,University degree,CL3,oscore,-0.31776
4835,1256,45-54,F,University degree,CL6,oscore,0.29338
4836,1257,35-44,F,University degree,CL5,oscore,-0.01928
4837,1258,25-34,F,Masters degree,CL6,oscore,-0.71727
4838,1259,25-34,F,Doctorate degree,CL3,oscore,-0.58331
4839,1260,45-54,F,Masters degree,CL3,oscore,-0.45174
4840,1261,45-54,F,University degree,CL5,oscore,-0.31776
4841,1262,25-34,F,"Some college or university, no certificate or degree",CL4,oscore,1.06238
4842,1263,25-34,F,Professional certificate/ diploma,CL6,oscore,-0.97631
4843,1264,45-54,F,University degree,CL6,oscore,-0.71727
4844,1265,25-34,F,Professional certificate/ diploma,CL6,oscore,-1.11902
4845,1266,35-44,F,Left school at 16 years,CL5,oscore,-1.11902
4846,1267,25-34,F,Masters degree,CL5,oscore,-0.31776
4847,1268,35-44,F,Professional certificate/ diploma,CL6,oscore,-0.45174
4848,1269,35-44,F,University degree,CL5,oscore,-1.11902
4849,1270,25-34,F,Masters degree,CL5,oscore,-0.45174
4850,1271,25-34,F,Professional certificate/ diploma,CL3,oscore,-1.11902
4851,1272,55-64,F,University degree,CL6,oscore,0.14143
4852,1273,35-44,F,"Some college or university, no certificate or degree",CL4,oscore,-1.82919
4853,1274,35-44,M,Doctorate degree,CL4,oscore,0.88309
4854,1275,35-44,F,Masters degree,CL5,oscore,0.44585
