no,age,gender,education,country,ethnicity,Nscore,Escore,Oscore,AScore,Cscore,Alcohol
1735,45-54,F,6,UK,White,-1.05308,0.80523,-0.58331,0.94156,1.46191,Used in Last Week
1736,25-34,F,8,UK,White,-2.42317,0.32197,-2.21069,2.03972,2.04506,Used in Last Week
1737,35-44,M,6,UK,White,-1.43907,0.96248,0.29338,1.2861,0.25953,Used in Last Week
1738,45-54,M,6,UK,White,-1.32828,-0.30033,-0.17779,0.43852,-0.00665,Used in Last Week
1739,55-64,F,1,UK,White,-0.14882,0.16767,-0.71727,0.94156,0.58489,Used in Last Week
1740,25-34,F,6,UK,White,0.22393,0.00332,-0.45174,0.28783,-0.00665,Used in Last Month
1741,45-54,F,7,UK,White,-0.92104,0.32197,-0.58331,-0.15487,1.13407,Used in Last Day
1742,25-34,F,7,USA,White,1.49158,0.63779,0.88309,-1.6209,-0.00665,Used in Last Week
1743,35-44,M,7,UK,White,-1.55078,0.80523,1.06238,-0.60633,-0.52745,Used in Last Week
1744,35-44,F,8,UK,White,-0.58016,0.47617,-0.58331,-0.30172,0.93949,Used in Last Week
1745,55-64,F,5,UK,White,-0.46725,-0.94779,-1.42424,0.43852,-0.00665,Used in Last Year
1746,25-34,F,2,UK,White,-1.86962,0.96248,-0.97631,2.23427,2.33337,Used in Last Month
1747,35-44,F,8,UK,Black,-0.24649,-0.57545,-0.58331,0.13136,0.12331,Never Used
1748,45-54,F,5,UK,White,0.13606,0.80523,0.44585,1.45039,-0.14277,Used in Last Day
1749,18-24,M,7,USA,White,1.37297,-0.69509,2.90161,3.46436,-0.78155,Used in Last Week
1750,25-34,F,3,USA,White,2.61139,-0.43999,-0.45174,-1.92595,-2.04506,Used in Last Week
1751,45-54,M,2,UK,White,-0.24649,0.47617,-0.84732,-0.60633,0.41594,Used in Last Week
1752,25-34,F,7,USA,White,1.98437,0.63779,1.43533,-1.07533,-0.65253,Used in Last Week
1753,25-34,M,7,UK,White,-0.67825,0.96248,-0.71727,2.03972,1.13407,Used in Last Week
1754,25-34,F,6,UK,White,-0.14882,1.58487,-0.01928,0.13136,-0.40581,Used in Last Day
1755,18-24,M,5,USA,White,-1.05308,0.16767,0.44585,-2.35413,-1.5184,Used in Last Month
1756,18-24,F,4,USA,White,1.02119,1.45421,2.44904,-0.45321,1.13407,Used in Last Week
1757,18-24,M,4,USA,White,0.73545,0.00332,1.43533,0.59042,-1.64101,Used in Last Week
1758,35-44,M,6,UK,White,1.02119,-0.43999,-2.39883,-0.30172,0.7583,Used in Last Day
1759,45-54,M,8,Australia,White,-0.92104,-0.43999,0.14143,-0.76096,1.13407,Used in Last Year
1761,45-54,F,6,UK,White,-0.58016,0.32197,0.14143,-1.34289,0.93949,Used in Last Week
1762,35-44,F,6,UK,White,-0.24649,-0.57545,-0.17779,-0.30172,0.7583,Used in Last Week
1763,18-24,M,5,USA,White,0.52135,-1.09207,-0.01928,-2.21844,-1.38502,Used in Last Month
1765,35-44,M,2,UK,White,0.91093,-0.30033,0.14143,0.28783,-0.89891,Used in Last Week
1766,25-34,F,5,USA,White,0.52135,1.93886,1.43533,-0.30172,0.93949,Used in Last Month
1767,25-34,F,7,USA,White,0.82562,-1.23177,1.24033,2.75696,0.25953,Used in Last Week
1768,18-24,M,5,USA,White,0.31287,-1.92173,0.14143,1.2861,2.63199,Used in Last Year
1770,35-44,F,6,UK,White,-0.79151,0.47617,-1.11902,0.59042,-0.00665,Used in Last Week
1771,25-34,M,7,USA,White,-0.46725,0.96248,-0.01928,0.43852,-0.00665,Used in Last Week
1772,55-64,M,5,USA,White,-0.24649,-1.37639,-0.17779,-1.34289,0.93949,Used in Last Decade
1773,18-24,M,4,USA,Mixed-White/Black,-0.34799,1.2861,1.06238,-0.01729,-0.52745,Used in Last Month
1774,25-34,F,8,USA,White,0.91093,0.63779,-0.45174,-1.21213,-0.78155,Used in Last Day
1775,18-24,F,4,Republic of Ireland,White,0.82562,-0.43999,0.44585,0.43852,-1.0145,Never Used
1776,18-24,M,5,USA,White,-0.92104,0.47617,0.44585,0.43852,0.41594,Used in Last Month
1777,18-24,F,7,USA,White,0.82562,-1.09207,1.43533,0.28783,1.13407,Used in Last Week
1778,45-54,F,2,UK,White,1.02119,-0.69509,-1.68062,-0.30172,-0.89891,Used over a Decade Ago
1779,18-24,F,7,USA,White,-0.05188,0.32197,-0.01928,-2.5383,0.7583,Used in Last Week
1780,45-54,M,5,USA,White,-0.24649,0.00332,0.29338,0.28783,-0.27607,Used in Last Decade
1781,18-24,F,7,USA,White,1.37297,-0.69509,-2.09015,-1.34289,-1.0145,Used in Last Week
1782,18-24,M,4,Canada,White,-1.43907,-0.57545,-1.55521,-1.6209,1.30612,Used in Last Week
1783,25-34,F,3,UK,White,-0.34799,0.47617,0.7233,0.43852,1.30612,Used in Last Week
1784,25-34,F,5,UK,Mixed-White/Black,1.23461,-0.80615,-0.84732,-1.07533,-0.89891,Used in Last Week
1785,18-24,M,5,USA,Black,1.02119,-1.09207,-0.45174,-0.15487,-1.25773,Used in Last Week
1786,25-34,F,8,UK,White,-0.14882,-0.57545,-0.45174,0.43852,0.25953,Used in Last Week
1787,18-24,M,5,USA,White,-0.67825,3.27393,1.88511,-0.01729,-0.78155,Used in Last Day
1788,18-24,M,7,USA,White,0.52135,-0.94779,0.14143,0.76096,-0.65253,Used in Last Month
1790,18-24,M,5,USA,White,0.04257,-0.15487,2.44904,-1.07533,-1.5184,Used in Last Week
1791,18-24,M,3,USA,White,0.13606,0.32197,0.44585,-1.21213,-0.40581,Used in Last Year
1792,35-44,F,9,USA,White,-0.24649,-0.15487,0.7233,0.13136,2.33337,Used in Last Month
1793,18-24,M,7,USA,White,0.62967,-1.50796,1.88511,-0.60633,3.00537,Used in Last Day
1794,18-24,M,5,USA,White,-0.46725,-0.15487,0.58331,1.81866,-0.52745,Used in Last Month
1795,18-24,F,5,USA,White,0.82562,-1.7625,2.90161,0.13136,-0.78155,Never Used
1797,35-44,F,2,UK,White,0.73545,-0.57545,-2.09015,-0.76096,-1.92173,Used in Last Decade
1798,18-24,M,5,USA,White,0.31287,-0.15487,1.88511,0.28783,-1.5184,Used in Last Day
1799,18-24,M,7,USA,White,1.49158,-1.50796,-0.01928,-2.07848,-0.78155,Used in Last Year
1800,55-64,M,8,UK,White,-0.58016,1.74091,-1.97495,-1.07533,1.63088,Used in Last Week
1801,45-54,M,5,USA,White,2.28554,-1.23177,-0.01928,-2.5383,-2.90161,Used in Last Decade
1802,25-34,M,9,USA,White,0.52135,1.58487,2.90161,1.2861,1.81175,Used in Last Day
1803,18-24,M,8,USA,Other,-0.79151,0.47617,1.43533,1.11406,0.12331,Used in Last Month
1804,18-24,M,5,USA,White,-0.14882,1.74091,1.06238,0.28783,-1.0145,Used in Last Day
1805,18-24,M,6,USA,Other,0.41667,-0.15487,1.43533,1.2861,-0.65253,Used in Last Month
1806,18-24,M,5,USA,White,0.82562,-0.57545,0.88309,0.43852,-0.52745,Used in Last Week
1807,35-44,F,6,USA,White,0.04257,-0.80615,-0.84732,-0.15487,-1.13788,Used in Last Month
1808,35-44,M,7,USA,Other,-0.14882,-0.94779,1.24033,-0.60633,-1.64101,Used in Last Week
1809,18-24,F,8,UK,Black,0.41667,-0.80615,-0.58331,0.13136,-0.40581,Used in Last Month
1810,18-24,F,3,USA,White,1.23461,1.11406,1.06238,-1.47955,0.12331,Used in Last Month
1811,18-24,M,7,USA,White,-0.58016,-1.23177,1.06238,-1.21213,0.93949,Used in Last Day
1812,18-24,M,5,USA,White,-1.55078,-0.80615,1.06238,-0.01729,2.33337,Used in Last Day
1815,35-44,F,7,Canada,White,0.91093,-0.69509,2.44904,-0.45321,1.46191,Used in Last Decade
1816,18-24,F,8,UK,White,0.13606,0.32197,-0.97631,1.61108,0.93949,Used in Last Day
1817,45-54,M,7,UK,White,-1.86962,0.00332,0.14143,-0.76096,-0.14277,Used in Last Week
1818,18-24,F,5,USA,Other,-0.05188,-1.23177,0.29338,1.11406,0.25953,Used in Last Month
1819,25-34,F,7,USA,White,0.13606,0.63779,0.58331,-0.60633,-0.14277,Used in Last Week
1820,18-24,M,8,USA,White,-2.75696,2.57309,1.24033,0.28783,1.46191,Used in Last Day
1821,18-24,M,5,USA,White,1.60383,-2.03972,1.43533,-0.60633,-2.72827,Used in Last Decade
1822,45-54,F,5,USA,White,1.37297,-0.15487,0.44585,0.43852,-0.65253,Used in Last Year
1823,18-24,M,5,USA,White,-0.79151,0.32197,1.88511,-1.07533,-0.78155,Used in Last Year
1824,18-24,F,5,USA,White,1.23461,-1.23177,1.06238,-0.30172,-2.30408,Used in Last Month
1825,25-34,M,7,UK,Asian,-0.46725,-1.50796,-0.58331,-0.30172,-0.40581,Used in Last Day
1826,18-24,M,7,USA,White,0.04257,-1.09207,0.14143,-1.34289,-0.00665,Used in Last Week
1827,18-24,F,7,USA,White,0.22393,-0.30033,0.88309,1.2861,-0.00665,Used in Last Month
1828,25-34,F,7,USA,White,-1.05308,-1.50796,0.14143,0.28783,0.25953,Used in Last Month
1829,25-34,F,8,USA,White,-0.34799,1.11406,0.44585,-2.5383,-0.14277,Used in Last Week
1830,25-34,F,7,USA,Other,0.82562,-1.6334,-0.31776,-1.47955,-1.13788,Used in Last Decade
1831,25-34,F,7,Australia,White,0.13606,-2.32338,0.29338,-1.07533,-0.89891,Used in Last Day
1833,18-24,M,7,USA,Other,-2.75696,1.93886,0.88309,0.28783,2.33337,Used in Last Week
1834,35-44,F,7,USA,White,-0.34799,-1.09207,0.29338,-0.30172,1.30612,Used in Last Day
1835,25-34,M,5,USA,White,-0.67825,0.63779,-0.45174,-0.45321,0.25953,Used in Last Day
1836,45-54,M,7,USA,White,0.62967,-0.80615,-0.01928,-0.45321,-1.5184,Used in Last Year
1837,35-44,F,6,USA,White,1.98437,-1.92173,0.88309,0.28783,-1.78169,Used in Last Decade
1838,35-44,F,5,USA,White,0.31287,-1.50796,0.44585,0.76096,-0.27607,Used in Last Year
1839,35-44,F,6,USA,White,-0.05188,-0.80615,-0.01928,0.59042,0.25953,Used in Last Day
1840,25-34,F,6,Australia,White,-1.55078,0.96248,1.88511,1.45039,0.25953,Used in Last Month
1841,55-64,F,7,USA,White,0.41667,0.63779,0.44585,1.45039,-0.14277,Used in Last Decade
1843,25-34,M,7,USA,Other,1.13281,-0.15487,1.24033,-2.07848,0.93949,Used in Last Month
1844,45-54,M,9,UK,White,-0.24649,-0.80615,-0.01928,-1.6209,-0.14277,Used in Last Week
1845,18-24,M,5,USA,White,-0.58016,0.47617,2.15324,1.2861,0.41594,Used in Last Day
1846,45-54,M,7,USA,White,-0.05188,0.63779,0.58331,0.76096,1.30612,Used in Last Week
1847,18-24,M,5,USA,White,-1.32828,1.2861,0.88309,1.11406,1.13407,Used in Last Week
1848,18-24,F,7,USA,White,1.60383,-0.94779,1.24033,-0.91699,-1.38502,Used in Last Day
1849,18-24,F,5,Canada,White,0.62967,-0.94779,0.44585,0.59042,1.13407,Used in Last Year
1850,45-54,M,6,USA,Black,-1.05308,-0.94779,-0.97631,-0.76096,0.7583,Used in Last Decade
1851,25-34,F,7,USA,White,2.127,-1.37639,1.88511,0.76096,-1.0145,Used in Last Year
1852,18-24,M,3,Australia,White,0.31287,0.63779,-0.31776,-0.30172,-1.25773,Used in Last Week
1853,25-34,M,6,USA,Other,0.41667,0.96248,-0.17779,-0.45321,0.7583,Used in Last Day
1854,25-34,F,8,UK,White,-0.14882,-0.15487,-0.45174,-0.30172,0.93949,Used in Last Week
1855,35-44,M,2,USA,White,-0.46725,-1.23177,-0.45174,0.43852,-0.14277,Used in Last Year
1856,18-24,M,5,USA,White,-0.14882,1.2861,-0.31776,-2.07848,0.41594,Used in Last Week
1857,18-24,M,5,USA,White,-1.55078,0.16767,2.15324,-0.30172,-0.00665,Used in Last Year
1858,18-24,M,3,Australia,White,-0.14882,0.00332,0.58331,-0.30172,-1.5184,Used in Last Week
1860,18-24,M,5,USA,White,0.31287,-0.57545,-0.31776,-1.47955,-0.89891,Used in Last Year
1861,18-24,M,5,USA,White,1.72012,0.32197,1.65653,-0.15487,-1.78169,Used in Last Day
1862,18-24,M,4,USA,White,-0.24649,0.32197,0.44585,-0.15487,-0.14277,Used in Last Month
1864,55-64,F,7,Canada,White,-1.69163,-1.09207,1.06238,-0.45321,-0.65253,Used in Last Week
1865,25-34,F,7,USA,Other,-0.34799,0.00332,1.24033,-0.15487,0.41594,Used in Last Week
1866,45-54,M,1,USA,White,0.73545,-0.43999,0.44585,-1.07533,0.25953,Used in Last Day
1867,18-24,F,5,USA,White,0.62967,0.63779,2.90161,-1.07533,0.93949,Used in Last Week
1868,25-34,M,5,USA,White,-2.05048,0.00332,2.15324,-0.91699,0.41594,Used in Last Week
1869,18-24,F,6,USA,White,0.04257,0.00332,2.44904,-0.60633,-2.18109,Used in Last Week
1870,18-24,F,7,USA,White,0.13606,-0.80615,1.43533,0.28783,1.63088,Used in Last Day
1871,18-24,F,5,USA,White,1.13281,-0.43999,0.29338,-0.76096,-0.14277,Used in Last Day
1873,18-24,M,5,USA,White,-0.14882,1.11406,1.43533,-0.30172,-0.00665,Used in Last Year
1875,18-24,M,4,USA,White,1.02119,-0.43999,1.43533,-1.07533,0.12331,Used in Last Day
1876,18-24,M,5,Canada,White,-0.79151,0.00332,2.44904,0.76096,-1.5184,Used in Last Week
1877,18-24,M,3,USA,White,0.73545,-1.23177,0.58331,-0.60633,-0.40581,Used in Last Week
1878,65+,M,5,USA,White,2.127,-0.15487,2.44904,0.94156,-0.65253,Used in Last Week
1879,18-24,M,5,USA,Mixed-White/Asian,-0.05188,-1.7625,0.58331,-0.76096,-0.14277,Used in Last Week
1880,25-34,M,5,Canada,Other,-0.14882,-0.57545,1.43533,-0.91699,-0.78155,Used in Last Day
1881,18-24,M,3,USA,White,1.49158,-1.92173,-0.58331,-1.772,0.58489,Used in Last Day
1882,18-24,M,7,Canada,White,-0.05188,-1.7625,0.88309,-0.76096,2.33337,Used in Last Month
1884,18-24,F,5,USA,White,-1.1943,1.74091,1.88511,0.76096,-1.13788,Used in Last Week
1885,18-24,M,5,USA,White,-0.24649,1.74091,0.58331,0.76096,-1.5184,Used in Last Week
1886,25-34,F,7,USA,White,1.13281,-1.37639,-1.27553,-1.772,-1.38502,Used in Last Month
1887,18-24,F,5,USA,White,0.91093,-1.92173,0.29338,-1.6209,-2.57309,Used in Last Week
1888,18-24,M,5,Republic of Ireland,White,-0.46725,2.127,1.65653,1.11406,0.41594,Used in Last Month
